category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Халат Женский №2 (44-60);https://argo-ivanovo.ru/golovnye-ubory/xalat-2-44-60-gabardin; 44  46  48  50  52  54  56  58  60 ; Василек  Бордо  Зеленый  Темно-синий ; Габардин 
