catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Сарафан Лист для продавца, нейлон;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/sarafan-list-dlya-prodavtca-neylon;"Качественный и удобный сарафан ""Лист"" для продавца.Состав:Материал: нейлонДополнительно: Сарафан ""Лист"" синего цвета с рисунком на груди и 3-мя карманами на поясе что хорошо сочетается."
