category_name;name_stuff;url_stuff;size;color;cloth
Одежда для салонов красоты и SPA; Шапочка-шарлотка;https://argo-ivanovo.ru/dlja-parikmaxerov/shapochka-sharlotta-odnorazovaja;; Пудра  Белый  Бирюза ; спанбонд 
