catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Халат нейлон КЛАПАН;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/khalat-neylon-klapan-2;
