category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Фартук со спинкой №45 (44-56);https://argo-ivanovo.ru/golovnye-ubory/fartuk-so-spinkoj-45-44-56; Универсальный ; Василек  Бордо  Зеленый  Темно-синий  Коричневый ; Габардин 
