category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Костюм санитарный №21 большие размеры (58-62);https://argo-ivanovo.ru/xalaty/kostjum-sanitarnyj-21-bolshie-razmery; 58  60  62  64 ; Темно-синий ; 65% полиэстер, 35 % хлопок 
