category_name;name_stuff;url_stuff;size;color;cloth
Одноразовая одежда;Перчатки нитриловые;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-polietilenovye; S-маленький  М - средний ; Пудра  Бирюза  Сирень ; нитрил 
