catalog_name;stuff_name;stuff_url;descr;size;atr
Маски защитные;Маска защитная двухслойная из спанбонда;https://ck-textil.ru/maski-zashitnye/maska-zashitnaya-dvuhslojnaya-iz-spanbonda.html;Используется в быту для защиты от инфекций,передающихся воздушно-капельным путем. Характеристики: Состав: Спанбонд 50 г/м², Спанбонд 50 г/м².  Размер: 18 см х 9 см.  Двухслойная (100 г).  Вид крепления: резинка круглая.  Тип: нестерильный, для однократного применения.  Противопоказания: индивидуальная непереносимость материалов изделия, механические повреждения.  Особенности продажи: без лицензии. ;['9х18'];  Материал спанбонд  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «СВЕТООТРАЖАЮЩИЙ» ОРАНЖЕВЫЙ;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-svetootrazhayushij-oranzhevyj.html;Ткань: (100% полиэстер) Средство индивидуальной защиты,предназначенное для обеспечения безопасности человека. ;['универсальный'];  Ткань (100% полиэстер)   Цвет оранжевый  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «СВЕТООТРАЖАЮЩИЙ» САЛАТОВЫЙ;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-svetootrazhayushij-salatovyj.html;Ткань: (100% полиэстер) Средство индивидуальной защиты,предназначенное для обеспечения безопасности человека. ;['универсальный'];  Ткань (100% полиэстер)   Цвет салатовый  
Летняя одежда для охоты, рыбалки и туризма;ФУТБОЛКА КМФ БЕРЕЗКА;https://ck-textil.ru/letnyaya-odezhda/futbolki/futbolka-kmf-berezka.html;состав: 100% хлопок ;['44', '46', '48', '50', '52', '54', '56', '58'];  Цвет кмф березка   Материал 100% хлопок  
Летняя одежда для охоты, рыбалки и туризма;ФУТБОЛКА КМФ ЗЕЛЕНЫЙ;https://ck-textil.ru/letnyaya-odezhda/futbolki/futbolka-kmf-zelenyj.html;состав: 100% хлопок ;['44', '46', '48', '50', '52', '54', '56', '58'];  Цвет кмф зеленый   Материал 100% хлопок  
Летняя одежда для охоты, рыбалки и туризма;ФУТБОЛКА КМФ ЦИФРА;https://ck-textil.ru/letnyaya-odezhda/futbolki/futbolka-kmf-cifra.html;состав: 100% хлопок ;['44', '46', '48', '50', '52', '54', '56', '58'];  Цвет кмф цифра   Материал 100% хлопок  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «РАБОЧИЕ»;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-rabochie.html;"Материалы:  Ткань: грета (50% хлопок, 50% вискоза) -два прорезных кармана;  - усиление в области колена;  - пояс на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 1;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-1.html;"Ткань: смесовая (65% хлопок; 35% полиэстер) - брюки на резинке по талии;  - 2 прорезных кармана;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];"  Ткань смесовая (65% хлопок; 35% полиэстер)   Цвет кмф  "
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 2;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-2.html;"Ткань: смесовая (65% хлопок; 35% полиэстер) - брюки на резинке по талии;  - 2 прорезных кармана;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];"  Ткань смесовая (65% хлопок; 35% полиэстер)   Цвет кмф  "
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 3;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-3.html;"Ткань: смесовая (65% хлопок; 35% полиэстер) - брюки на резинке по талии;  - 2 прорезных кармана;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];"  Ткань смесовая (65% хлопок; 35% полиэстер)   Цвет кмф  "
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» КМФ ЗЕЛЁНЫЙ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-kmf-zelyonyj.html;"Материалы:  Ткань: грета (50% хлопок, 50% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» КМФ СИНИЙ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-kmf-sinij.html;"Материалы:  Ткань: грета (50% хлопок, 50% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» ЧЁРНЫЙ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-chyornyj.html;"Материалы:  Ткань: грета (50% хлопок, 50% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет чёрный  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 1 ТВИЛ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-1-tvil.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - пояс брюк на резинке со шлёвками под ремень;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 2 ТВИЛ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-2-tvil.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - пояс брюк на резинке со шлёвками под ремень;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 3 ТВИЛ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-3-tvil.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - пояс брюк на резинке со шлёвками под ремень;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ 4 ТВИЛ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-4-tvil.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - пояс брюк на резинке со шлёвками под ремень;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ЛЕТО» КМФ ТВИЛ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-leto-kmf-tvil.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - пояс брюк на резинке со шлёвками под ремень;  - низ брюк на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» ПАЛАТКА;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-palatka.html;"Материалы:  Ткань: палаточное полотно (100% хлопок)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань палаточное полотно (100% хлопок)   Цвет палатка  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «СПАСАТЕЛЬНЫЙ» КМФ;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-spasatelnyj-kmf.html;Ткань: (100% полиэстер) Предназначен для рыбалки и активного отдыха на воде. ;['44-46', '48-50', '52-54', '56-58', '60-62'];  Ткань (100% полиэстер)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «СПАСАТЕЛЬНЫЙ» ОРАНЖЕВЫЙ;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-spasatelnyj-oranzhevyj.html;Ткань: (100% полиэстер) Предназначен для рыбалки и активного отдыха на воде. ;['44-46', '48-50', '52-54', '56-58', '60-62'];  Ткань (100% полиэстер)   Цвет оранжевый  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «ОХОТА» КМФ ЛЕС;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-ohota-kmf-les.html;"Материалы:  Ткань:(65% хлопок, 35% вискоза) Функциональный жилет для работы, охоты, рыбалки и активного отдыха.  - множество карманов различного объёма на липучках и на молнии;  - регулировка объёма по бокам;  - застёжка на молнию. ";['44-46', '48-50', '52-54', '56-58', '60-62'];  Ткань (65% хлопок, 35% вискоза)   Цвет кмф лес  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «ОХОТА» КМФ ЛЕС С СЕТКОЙ;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-ohota-kmf-les-s-setkoj.html;"Материалы:  Ткань:(65% хлопок, 35% вискоза) Функциональный жилет для работы, охоты, рыбалки и активного отдыха.  - множество карманов различного объёма на липучках и на молнии;  - регулировка объёма по бокам;  - застёжка на молнию. ";['44-46'];  Ткань (65% хлопок, 35% вискоза)   Цвет кмф лес с сеткой  
Летняя одежда для охоты, рыбалки и туризма;ЖИЛЕТ «ОХОТА» ПАЛАТКА;https://ck-textil.ru/letnyaya-odezhda/zhilety-1/zhilet-ohota-palatka.html;"Материалы:  Ткань:(100% хлопок) Функциональный жилет для работы, охоты, рыбалки и активного отдыха.  - множество карманов различного объёма на липучках и на молнии;  - регулировка объёма по бокам;  - застёжка на молнию. ";['44-46', '48-50', '52-54', '56-58', '60-62'];  Ткань (100% хлопок)   Цвет палатка  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» КМФ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-kmf.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» КМФ ЛЕС 1;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-kmf-les-1.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф лес  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» КМФ ЛЕС 2;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-kmf-les-2.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф лес  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ОМОН» КМФ ЛЕС 3;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-omon-kmf-les-3.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   - 2 прорезных кармана;  - 2 объёмных накладных кармана с клапаном на пуговицах с боку;  - 2 объёмных накладных кармана с клапаном сзади;  - пояс брюк на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф лес  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «РАБОЧИЙ»;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-rabochij.html;"Материалы: Ткань: грета (50%хлопок, 50%вискоза) Куртка и брюки.  - куртка с застёжкой на пуговицах;  - 3 накладных кармана;  - отложной воротник;  - рукав с манжетом;  - брюки с прорезными карманами;  - усиление в области колена;  - пояс на резинке;  - застёжка на пуговицах. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф цифра  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «СПЕЦНАЗ» КМФ 3;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-specnaz-kmf-3.html;"Материалы:  Ткань: 100% хлопок   Разработан для походов и активного отдыха на природе.   - на куртке накладные карманы с липучкой и карманы листочка;  - рукав реглан, манжет на резинке;  - брюки на резинке по талии;  - 2 прорезных кармана;  - низ брюк на резинке;  - упаковывается в компактную сумку. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань (100% хлопок)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «СПЕЦНАЗ» КМФ 4;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-specnaz-kmf-4.html;"Материалы:  Ткань: 100% хлопок   Разработан для походов и активного отдыха на природе.   - на куртке накладные карманы с липучкой и карманы листочка;  - рукав реглан, манжет на резинке;  - брюки на резинке по талии;  - 2 прорезных кармана;  - низ брюк на резинке;  - упаковывается в компактную сумку. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань (100% хлопок)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «ГОРКА-3» ХАКИ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-gorka-3-haki.html;"Материалы:  ткань: палаточное полотно (100% хлопок)  цвета: в ассортименте Разработаны для охотников, рыболовов, для походов и активного отдыха.  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань палаточное полотно (100% хлопок)   Цвет хаки  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «КОМБАТ» КМФ 1;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-kombat-kmf-1.html;"Материалы:  Ткань: рипстоп (35% хлопок, 65% вискоза)   Разработаны для охотников, рыболовов, для походов и активного отдыха.  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «КОМБАТ» КМФ 2;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-kombat-kmf-2.html;"Материалы:  Ткань: рипстоп (35% хлопок, 65% вискоза)   Разработаны для охотников, рыболовов, для походов и активного отдыха.  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «КОМБАТ» КМФ 3;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-kombat-kmf-3.html;"Материалы:  Ткань: рипстоп (35% хлопок, 65% вискоза)   Разработаны для охотников, рыболовов, для походов и активного отдыха.  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «КОМБАТ» КМФ ТВИЛ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-kombat-kmf-tvil.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза)   Разработаны для охотников, рыболовов, для походов и активного отдыха.  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;БРЮКИ «КОМБАТ» ХАКИ;https://ck-textil.ru/letnyaya-odezhda/bryuki/bryuki-kombat-haki.html;"Материалы:  ткань: рипстоп (35% хлопок, 65% вискоза) Разработаны для охотников, рыболовов, для походов и активного отдыха.  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '56-58 (3-4 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет хаки  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «МАСТЕР» КМФ ЗЕЛЕНЫЙ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-master-kmf-zelenyj.html;"Материалы: Ткань: грета (50%хлопок, 50%вискоза) Куртка и брюки.  - куртка с резинкой на поясе;  - застёжка молния;  - 2 объёмных накладных кармана с клапаном на пуговице;  - 2 накладных кармана на молнии на груди;  - 2 накладных кармана по низу куртки;  - рукав с манжетом;  - отложной воротник;  - брюки с прорезными карманами;  - пояс на резинке. ";['56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «МАСТЕР» КМФ СИНИЙ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-master-kmf-sinij.html;"Материалы: Ткань: грета (50%хлопок, 50%вискоза) Куртка и брюки.  - куртка с резинкой на поясе;  - застёжка молния;  - 2 объёмных накладных кармана с клапаном на пуговице;  - 2 накладных кармана на молнии на груди;  - 2 накладных кармана по низу куртки;  - рукав с манжетом;  - отложной воротник;  - брюки с прорезными карманами;  - пояс на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «МАСТЕР» МУЛЬТИКАМ КМФ ЛЕС;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-master-multikam-kmf-les.html;"Материалы:  Ткань: грета (50%хлопок, 50%вискоза) Куртка и брюки.  - куртка с резинкой на поясе;  - застёжка молния;  - 2 объёмных накладных кармана с клапаном на пуговице;  - 2 накладных кармана на молнии на груди;  - 2 накладных кармана по низу куртки;  - рукав с манжетом;  - отложной воротник;  - брюки с прорезными карманами;  - пояс на резинке. ";['60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет кмф  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «МАСТЕР» ЧЁРНЫЙ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-master-chyornyj.html;"Материалы:  Ткань: грета (50%хлопок, 50%вискоза)   Куртка и брюки.  - куртка с резинкой на поясе;  - застёжка молния;  - 2 объёмных накладных кармана с клапаном на пуговице;  - 2 накладных кармана на молнии на груди;  - 2 накладных кармана по низу куртки;  - рукав с манжетом;  - отложной воротник;  - брюки с прорезными карманами;  - пояс на резинке. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50%хлопок, 50%вискоза)   Цвет чёрный  
Летняя одежда для охоты, рыбалки и туризма;КОСТЮМ «СПЕЦНАЗ» КМФ 1;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-specnaz-kmf-1.html;"Материалы:  Ткань: смесовая (65% хлопок; 35% полиэстер)   Разработан для походов и активного отдыха на природе. Модель выполнена из сорочечной ткани.  - куртка укороченная на поясе с резинкой;  - на куртке накладные карманы с липучкой и карманы листочка;  - рукав реглан, манжет на резинке;  - брюки на резинке по талии;  - 2 прорезных кармана;  - низ брюк на резинке;  - упаковывается в компактную сумку, которую можно пристёгивать на брючный ремень. ";['36-38', '40-42', '44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];"  Ткань смесовая (65% хлопок; 35% полиэстер)   Цвет кмф  "
