catalog_name;stuff_name;stuff_url;descr;size;atr
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ПРОТИВОЭНЦЕФАЛИТНЫЙ СТОП-МАСКИТ» КМФ ЛЕС;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-protivoencefalitnyj-stop-maskit-kmf-les.html;"Ткань: твил (65% хлопок, 35% вискоза) Костюм для защиты от вредных насекомых, разработан для работы в полевых и таёжных условиях.  - капюшон сложной конструкции, полностью исключающей проникновение насекомых под одежду;  - противомаскитная сетка отстёгивается и убирается в патайной карман;  - капюшон с регулировкой объёма;  - накладной карман с клапанами на пуговицах;  - рукава манжет с резинкой;  - регулировка объёма по низу куртки;  - усиление в области коленей;  - пояс брюк на двойной резинке;  - 2 накладных кармана с клапаном. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф лес  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ПРОТИВОЭНЦЕФАЛИТНЫЙ СТОП-МАСКИТ» ХАКИ-ЛЕС;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-protivoencefalitnyj-stop-maskit-haki-les.html;"Ткань: смесовая (65% хлопок; 35% полиэстер) Костюм для защиты от вредных насекомых, разработан для работы в полевых и таёжных условиях.  - капюшон сложной конструкции, полностью исключающей проникновение насекомых под одежду;  - противомаскитная сетка отстёгивается и убирается в патайной карман;  - капюшон с регулировкой объёма;  - на куртке складки-ловушки для клещей  - два прорезных кармана на молнии  - рукава манжет с резинкой;  - регулировка объёма по низу куртки;  - пояс брюк на двойной резинке;  - два ленинградских кармана. ";['56-58 (3-4 рост)', '56-58 (5-6 рост)'];"  Ткань смесовая (65% хлопок; 35% полиэстер)   Цвет хаки  "
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ПРОТИВОЭНЦЕФАЛИТНЫЙ СТОП-МАСКИТ» ХАКИ-ЛЕС 2;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-protivoencefalitnyj-stop-maskit-haki-les-2.html;"Ткань: смесовая (65% хлопок; 35% полиэстер) Костюм для защиты от вредных насекомых, разработан для работы в полевых и таёжных условиях.  - капюшон сложной конструкции, полностью исключающей проникновение насекомых под одежду;  - противомаскитная сетка отстёгивается и убирается в патайной карман;  - капюшон с регулировкой объёма;  - на куртке складки-ловушки для клещей;  - два прорезных кармана на молнии;  - рукава манжет с резинкой;  - регулировка объёма по низу куртки;  - пояс брюк на двойной резинке;  - два ленинградских кармана. ";['56-58 (3-4 рост)', '56-58 (5-6 рост)'];"  Ткань смесовая (65% хлопок; 35% полиэстер)   Цвет хаки  "
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ОХОТА»;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota.html;"Материалы:  твил (65% хлопок, 35% вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ТУРИСТ» ХАКИ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-turist-haki.html;"Материалы:  Ткань:   основная: 100% полиэстер (дьюспо)  отделка: ДЬЮСПО 100% полиэстер  Подкладка: шёлк 100% полиэстер Костюм из комбинированной ткани, состоящий из куртки и брюк. Модель подходит для активного отдыха, охоты и рыбалки.  - куртка удлинённая с капюшоном;  - рукав вточной с манжетом на резинке;  - регулировка объёма на капюшоне, и низу куртки;  - 2 прорезных кармана на молнии;  - брюки на резинке;  - 2 прорезных кармана;  - резинка по низу брюк. ";['48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)'];  Ткань основная: 100% полиэстер (дьюспо)отделка: ДЬЮСПО 100% полиэстер   Цвет хаки  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС»;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЕГЕРЬ»;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-eger.html;"Материалы:  Ткань: палаточное полотно (100% хлопок) Костюм из комбинированной ткани, состоящий из куртки и брюк. Модель разработана для активного отдыха, охоты и рыбалки.  - куртка со съёмным капюшоном;  - воротник стойка;  - 4 объёмных кармана с клапаном на клёпке;  - рукав вточной с манжетом на липучке;  - регулировка объёма на капюшоне, по талии и низу куртки;  - застёжка молния с ветрозащитной планкой на клёпке;  - усиление в области локтей  - брюки на резинке;  - 2 прорезных кармана;  - 2 объёмных боковых кармана с клапаном на клёпке;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань палаточное полотно (100% хлопок)   Цвет хаки  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ОХОТА» КМФ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf.html;"Материалы:  твил (65% хлопок, 35% вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОХОТА КМФ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf-1.html;"Ткань: твил (65%хлопок, 35%вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - на капюшоне съемная маскитная сетка  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОХОТА КМФ 1;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf-1-1.html;"Ткань: твил (65%хлопок, 35%вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - на капюшоне съемная маскитная сетка  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОХОТА КМФ 2;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf-2.html;"Ткань: твил (65%хлопок, 35%вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - на капюшоне съемная маскитная сетка  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОХОТА КМФ 3;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf-3.html;"Ткань: твил (65%хлопок, 35%вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - на капюшоне съемная маскитная сетка  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОХОТА КМФ 4;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf-4.html;"Ткань: твил (65%хлопок, 35%вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - на капюшоне съемная маскитная сетка  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОХОТА КМФ 5;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-ohota-kmf-5.html;"Ткань: твил (65%хлопок, 35%вискоза) Разработан для охотников, рыболовов, для походов и активного отдыха.  - куртка с капюшоном на молнии с ветрозащитной планкой и клёпками;  - на капюшоне съемная маскитная сетка  - рукав реглан на манжете с резинкой;  - объёмные функциональные карманы на куртке и брюках;  - регулировка объёма на капюшоне, по талии и низу куртки;  - брюки с резинкой по талии;  - регулировка по низу брючины. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 1;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-1.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 2;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-2.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 3;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-3.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 4;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-4-1.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 5;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-5.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 6;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-6.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ЭЛЬБРУС» КМФ 7;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-elbrus-kmf-7.html;"Материалы:  Ткань: твил (65% хлопок, 35% вискоза) Модель для активного отдыха, рыбалки и туризма.  куртка укороченная с капюшоном, на молнии с ветрозащитной планкой;  - 2 прорезных кармана на молнии;  - 2 объёмных кармана;  - 2 прорезных кармана;  - рукав с манжетой на резинке;  - брюки с резинкой по талии;  - 2 прорезных кармана;  - 4 накладных кармана с клапаном на клёпке;  - регулировка по низу брюк. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '60-62 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ КОМБАТ ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-kombat.html;"Материалы:  Ткань палаточное полотно(100%хлопок),цвет хаки. Разработан для охотников, рыболовов, для походов и активного отдыха.  -куртка с капюшоном застёжка пуговица.  -рукав втачной с налокотником и объёмным карманом на липучке;  -4 объемных кармана с клапаном на пуговице.  - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['56-58 (3-4 рост)', '60-62 (5-6 рост)'];  Ткань палаточное полотно (100% хлопок)   Цвет хаки  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ КОМБАТ КМФ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-kombat-kmf.html;"Материалы: Ткань: рипстоп(35% хлопок 65% вискоза)  Разработан для охотников, рыболовов, для походов и активного отдыха. - куртка с капюшоном застёжка пуговица. - рукав втачной с налокотником и объёмным карманом на липучке;  -4 объемных кармана с клапаном на пуговице. - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;   - брюки с усилением на коленях; - резинка по талии и низу брюк; - 2 объёмных кармана на пуговицах по бокам; - 2 накладных кармана на пуговицах сзади; - 2 ленинградских кармана.    ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОФИЦЕР КМФ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-oficer-kmf.html;"Материалы:  Ткань: рипстоп (35% хлопок, 65% вискоза)   Разработан для охотников, рыболовов, для походов и активного отдыха.  Куртка с капюшоном который убирается в воротник под молнию.  - 4 объемных кармана с клапаном на пуговице.  - регулировка объёма на капюшоне, по талии и низу куртки.  - резинка по талии  брюк.  - 2 объёмных кармана на пуговицах по бокам;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ГОРКА-4;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-gorka-4.html;"Ткань палаточное полотно (100%хлопок) Разработан для охотников, рыболовов, для походов и активного отдыха. Костюм выполнен в двух цветах.  -куртка анорак(кенгуру) с капюшоном.  - рукав втачной с налокотником и объёмным карманом на липучке;  -большой центральный карман,  - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань палаточное полотно (100% хлопок)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ «ГОРКА-8» лето;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-gorka-8-leto.html;"Материалы:  Ткань: палаточное полотно (100% хлопок) Разработан для охотников, рыбаловов, для походов и активного отдыха. Костюм выполнен в двух цветах. - куртка с капюшоном застёжка молния;  - рукав втачной с налокотником и объёмным карманом на липучке;  - два объемных кармана на пуговице;  - два накладных кармана с клапаном на пуговице;  - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана с клапаном на пуговице по бокам;  - 2 накладных кармана  сзади;  - 2 ленинградских кармана. ";['40-42', '44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань палаточное полотно (100% хлопок)   Цвет хаки  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ГОРКА-3 КМФ 1;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-gorka-3-kmf-1.html;"Материалы:  верх: твил (65% хлопок, 35% вискоза) Разработан для охотников, рыбаловов, для походов и активного отдыха.  - куртка с капюшоном застёжка молния;  - рукав втачной с налокотником и объёмным карманом на липучке;  -два прорезных кармана на молнии;  - два прорезных кармана с клапаном на пуговице;  - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ГОРКА-3 КМФ 2;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-gorka-3-kmf-2.html;"Материалы:  верх: твил (65% хлопок, 35% вискоза) Разработан для охотников, рыбаловов, для походов и активного отдыха.  - куртка с капюшоном застёжка молния;  - рукав втачной с налокотником и объёмным карманом на липучке;  -два прорезных кармана на молнии;  - два прорезных кармана с клапаном на пуговице;  - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;  - брюки с усилением на коленях;  - резинка по талии и низу брюк;  - 2 объёмных кармана на пуговицах по бокам;  - 2 накладных кармана на пуговицах сзади;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань твил (65% хлопок, 35% вискоза)   Цвет кмф  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ КОМБАТ ХАКИ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-kombat-haki.html;"Материалы: Ткань: рипстоп(35% хлопок 65% вискоза)  Разработан для охотников, рыболовов, для походов и активного отдыха. - куртка с капюшоном застёжка пуговица. - рукав втачной с налокотником и объёмным карманом на липучке;  -4 объемных кармана с клапаном на пуговице. - регулировка объёма на капюшоне, по талии и низу куртки и рукаву;   - брюки с усилением на коленях; - резинка по талии и низу брюк; - 2 объёмных кармана на пуговицах по бокам; - 2 накладных кармана на пуговицах сзади; - 2 ленинградских кармана.    ";['56-58 (3-4 рост)', '60-62 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет хаки  
Костюмы летние для охоты, рыбалки и туризма;КОСТЮМ ОФИЦЕР ХАКИ;https://ck-textil.ru/letnyaya-odezhda/kostyumy-1/kostyum-oficer-haki.html;"Материалы:  Ткань: рипстоп (35% хлопок, 65% вискоза)   Разработан для охотников, рыболовов, для походов и активного отдыха.  Куртка с капюшоном который убирается в воротник под молнию.  - 4 объемных кармана с клапаном на пуговице.  - регулировка объёма на капюшоне, по талии и низу куртки.  - резинка по талии  брюк.  - 2 объёмных кармана на пуговицах по бокам;  - 2 ленинградских кармана. ";['44-46 (3-4 рост)', '48-50 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (3-4 рост)', '52-54 (5-6 рост)', '56-58 (3-4 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань рипстоп (35% хлопок, 65% вискоза)   Цвет хаки  
