category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Нарукавники на резинке;https://argo-ivanovo.ru/golovnye-ubory/fartuk1; Универсальный ; Белый  Василек  Серый  Темно-синий ; Оксфорд 
