category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Костюм санитарный  №118 (44-56);https://argo-ivanovo.ru/xalaty/kostjum-sanitarnyj-20-1; 44  46  48  50  52  54  56 ; Белый  Зеленый  Сирень ; 65% полиэстер, 35 % хлопок 
