category_name;name_stuff;url_stuff;size;color;cloth
Рабочая одежда;"Берцы ""ОМОН""";https://argo-ivanovo.ru/rabochaja-odezhda?product_id=398; 45  39  47  41  43  40  42  44  46 ; Черный ;
