catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для парикмахеров;Пояс для парикмахера;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-parikmakherov/poyas-dlya-parikmakhera;Удобный пояс для парикмахера.
