category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Халат медицинский № 515 рукав 3/4 (40-56);https://argo-ivanovo.ru/xalaty/xalat-meditsinskij-515-rukav-3-4-58-; 40  42  44  46  48  50  52  54 ; Белый ; 65% полиэстер, 35 % хлопок 
