catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Сарафан габардин КАРМАН НА ГРУДИ;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/sarafan-gabardin-karman-na-grudi;
