category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Халат медицинский № 200 (40-56);https://argo-ivanovo.ru/xalaty/xalat-meditsinskij-200-40-56; 40  42  44  46  48  50  52  54  56 ; Белый ; 65% полиэстер, 35 % хлопок 
