catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для парикмахеров;Халат для парикмахера, жатка 2;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-parikmakherov/khalat-dlya-parikmakhera-zhatka-2;Халат без рукавов для парикмахера жатка 2.
