catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для парикмахеров;Фартук со вставкой для парикмахера;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-parikmakherov/fartuk-so-vstavkoy-dlya-parikmakhera;Практичный фартук со вставкой для парикмахера.
