catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Халат нейлон Пуговицы ;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/khalat-neylon-pugovitcy;
