category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Костюм санитарный № 201 тиси (44-56);https://argo-ivanovo.ru/xalaty/kostjum-zhenskij; 44  46  48  50  52  54  56 ; Белый + тем.синей  Белый+голубой  Черный ; 65% полиэстер, 35 % хлопок 
