catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Сарафан для продавца 4 карманник, нейлон;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/artikul-555;Удобная одежда для продавцов и работников сферы услуг.
