catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Передник для продавца, нейлон;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/artikul-556;Удобный фартук для продавца и работников сферы обслуживания
