PRINT_NUM;IE_NAME;IE_DETAIL_PICTURE;IP_PROP_THEME;PRODUCT_CODE;SERVICE_CODE
956;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 956 (Буйство красок);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 956 (Буйство красок).jpg;Текстуры, узоры, графика;СН-00010444;00-00038357
944;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 944 (Бэтгерл);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 944 (Бэтгерл).jpg;Фильмы, сериалы, комиксы;СН-00010444;00-00038357
856;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 856 (Бэтмен);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 856 (Бэтмен).jpg;Фильмы, сериалы, комиксы;СН-00010444;00-00038357
364;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 364 (Взрыв цвета);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 364 (Взрыв цвета).jpg;Текстуры, узоры, графика;СН-00010444;00-00038357
731;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 731 (Винни Пух);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 731 (Винни Пух).jpg;Мультфильмы и детские;СН-00010444;00-00038357
656;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 656 (Вишня);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 656 (Вишня).jpg;Еда;СН-00010444;00-00038357
575;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 575 (Волк);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 575 (Волк).jpg;Животные;СН-00010444;00-00038357
328;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 328 (Волчий оскал);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 328 (Волчий оскал).jpg;Животные;СН-00010444;00-00038357
298;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 298 (Ворон Фортнайт);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 298 (Ворон Фортнайт).jpg;Игры;СН-00010444;00-00038357
284;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 284 (Гарри Поттер арт);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 284 (Гарри Поттер арт).jpg;Фильмы, сериалы, комиксы;СН-00010444;00-00038357
907;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 907 (Гексагональный узор);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 907 (Гексагональный узор).jpg;Текстуры, узоры, графика;СН-00010444;00-00038357
487;Чехол для Meizu M3 mini (M3s) силикон черный матовый Принт 487 (Геометрические узоры);/upload/products_pictures/silicone/Meizu M3 mini (M3s)/mate/black/Принт 487 (Геометрические узоры).jpg;Текстуры, узоры, графика;СН-00010444;00-00038357
