category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Халат Женский №12Х (62-68);https://argo-ivanovo.ru/golovnye-ubory/xalat-12-x-62-68-tkan-nejlon-100-poliefir; 62  64  66  68 ; Василек  Бордо  Зеленый  Темно-синий ; Нейлон 
