category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Фартук со спинкой №5а (44-54);https://argo-ivanovo.ru/golovnye-ubory/fartuk-zhenskij; Универсальный ; Белый ; Нейлон  Габардин+Кружево 
