category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Костюм санитарный № 510 (40-56);https://argo-ivanovo.ru/xalaty/Костюм санитарный № 5102; 42  44  46  48  50  52  54  56 ; Белый+голубой  Белый+серый ; 65% полиэстер, 35 % хлопок 
