category_name;name_stuff;url_stuff;size;color;cloth
Медицинская одежда;Халат Женский № 12 (44-60);https://argo-ivanovo.ru/xalaty/xalat-zhenskij-121; 44  46  48  50  52  54  56  58  60 ; Белый ; Нейлон 
