category_name;name_stuff;url_stuff;size;color;cloth
Одежда для салонов красоты и SPA;Костюм санитарный № 30 (44-56);https://argo-ivanovo.ru/dlja-parikmaxerov/kostjum-anitarnyj; 44  46  48  50  52  54  56 ; Кошки ; Бязь 
