category_name;name_stuff;url_stuff;size;color;cloth
Одежда для поваров; Головной убор Кокошник высокий;https://argo-ivanovo.ru/fartuki/kokoshnik-vysokij; Универсальный ; Белый ; Габардин+Кружево 
