category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Халат Женский № 17 (44-60);https://argo-ivanovo.ru/golovnye-ubory/xalat-zhenskij-17а; 44  46  48  50  52  54  56  58  60 ; В ассортименте ; 65% полиэстер, 35 % хлопок 
