category_name;name_stuff;url_stuff;size;color;cloth
Одежда для поваров;"Костюм Повара "" Принт"" (58-60)";https://argo-ivanovo.ru/fartuki/kostjum-povara-print-58-60; 58  60 ; Поварешки  Перцы ; 65% полиэстер, 35 % хлопок 
