category_name;name_stuff;url_stuff;size;color;cloth
Одежда для торговли;Фартук со спинкой № 11 (44-56);https://argo-ivanovo.ru/golovnye-ubory/fartuk-so-spinkoj-44-44-56; Универсальный ; Василек  Бордо  Красный ; 65% полиэстер, 35 % хлопок 
