catalog_name;stuff_name;stuff_url;stuff_descr
Одежда для продавцов;Сарафан для продавца с карманом на боку, габардин;http://formateks.ru/katalog-uniforma-dlja-personala/dlya-prodavtcov/sarafan-dlya-prodavtca-s-karmanom-na-boku-gabardin;Очень удобный сарафан для продавца и работников в сфере обслуживания.Состав:Материал:Дополнительно: Сарафан для продавца с 3-мя карманами и одним карманом на боку, сделанный и габардина, все что нужно для сферы торговли.
